2018-03-19 23:07:40.624|INFO|      example.c:9   |           main| i = 0
2018-03-19 23:07:40.626|INFO|      example.c:9   |           main| i = 62
2018-03-19 23:07:40.626|INFO|      example.c:9   |           main| i = 63
2018-03-19 23:07:40.626|INFO|      example.c:9   |           main| i = 64
2018-03-19 23:07:40.626|INFO|      example.c:9   |           main| i = 65
2018-03-19 23:07:40.626|INFO|      example.c:9   |           main| i = 66
2018-03-19 23:07:40.626|INFO|      example.c:9   |           main| i = 67
2018-03-19 23:07:40.626|INFO|      example.c:9   |           main| i = 68
2018-03-19 23:07:40.626|INFO|      example.c:9   |           main| i = 69
2018-03-19 23:07:40.626|INFO|      example.c:9   |           main| i = 70
2018-03-19 23:07:40.626|INFO|      example.c:9   |           main| i = 71
2018-03-19 23:07:40.626|INFO|      example.c:9   |           main| i = 72
2018-03-19 23:07:40.626|INFO|      example.c:9   |           main| i = 73
2018-03-19 23:07:40.626|INFO|      example.c:9   |           main| i = 74
2018-03-19 23:07:40.626|INFO|      example.c:9   |           main| i = 75
2018-03-19 23:07:40.626|INFO|      example.c:9   |           main| i = 76
2018-03-19 23:07:40.626|INFO|      example.c:9   |           main| i = 77
2018-03-19 23:07:40.626|INFO|      example.c:9   |           main| i = 78
2018-03-19 23:07:40.626|INFO|      example.c:9   |           main| i = 79
2018-03-19 23:07:40.626|INFO|      example.c:9   |           main| i = 80
2018-03-19 23:07:40.626|INFO|      example.c:9   |           main| i = 81
2018-03-19 23:07:40.626|INFO|      example.c:9   |           main| i = 82
2018-03-19 23:07:40.626|INFO|      example.c:9   |           main| i = 83
2018-03-19 23:07:40.627|INFO|      example.c:9   |           main| i = 84
2018-03-19 23:07:40.627|INFO|      example.c:9   |           main| i = 85
2018-03-19 23:07:40.627|INFO|      example.c:9   |           main| i = 86
2018-03-19 23:07:40.627|INFO|      example.c:9   |           main| i = 87
2018-03-19 23:07:40.627|INFO|      example.c:9   |           main| i = 88
2018-03-19 23:07:40.627|INFO|      example.c:9   |           main| i = 89
2018-03-19 23:07:40.627|INFO|      example.c:9   |           main| i = 90
2018-03-19 23:07:40.627|INFO|      example.c:9   |           main| i = 91
2018-03-19 23:07:40.627|INFO|      example.c:9   |           main| i = 92
2018-03-19 23:07:40.627|INFO|      example.c:9   |           main| i = 93
2018-03-19 23:07:40.627|INFO|      example.c:9   |           main| i = 94
2018-03-19 23:07:40.627|INFO|      example.c:9   |           main| i = 95
2018-03-19 23:07:40.627|INFO|      example.c:9   |           main| i = 96
2018-03-19 23:07:40.627|INFO|      example.c:9   |           main| i = 97
2018-03-19 23:07:40.627|INFO|      example.c:9   |           main| i = 98
2018-03-19 23:07:40.627|INFO|      example.c:9   |           main| i = 99
